row,col,x,y,elevation,slope,aspect,curvature,twi,lithology,target
375,1370,647085.0,3036855.0,1843,55.873188,158.28873,0.008055556,9.70923,1,1
1262,678,626325.0,3010245.0,1088,47.777363,211.70685,-0.008333334,7.803907,1,0
733,659,625755.0,3026115.0,1673,53.733727,137.97372,-0.00083333335,9.859991,1,1
617,1315,645435.0,3029595.0,770,30.418495,173.4802,-0.009444444,8.02805,1,1
932,2146,670365.0,3020145.0,1539,26.194838,128.81139,-0.00083333335,9.709,3,1
33,1390,647685.0,3047115.0,1123,36.6063,176.78452,0.00083333335,9.807725,1,1
1187,226,612765.0,3012495.0,2047,39.069874,328.43103,0.00055555557,8.8026495,1,0
1208,761,628815.0,3011865.0,625,42.251717,132.39743,0.004722222,7.9970875,1,0
735,660,625785.0,3026055.0,1591,41.4527,153.6767,0.01861111,10.537455,1,1
1036,504,621105.0,3017025.0,764,32.08644,8.0224,0.00083333335,12.848983,1,0
906,625,624735.0,3020925.0,1733,48.272076,77.77141,0.0044444446,8.633839,1,0
